timestamp,symbol,type,entry,stop_loss,take_profit,atr,rr,notes,outcome,pnl_percentage,exit_price,exit_time,pnl_usd,position_size,balance_after_trade
2025-09-18 15:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,117583.56,116972.83535435,118601.43440941,407.1497637658338,1.67,wyckoff_spring,LOSS,-1.0,116972.83535435,2025-10-20 17:00:00,-122.63080228137441,0.20079556827260073,12140.449425856068
2025-09-18 03:00:00,BTCUSDT,SHORT_WYCKOFF_UPTHRUST,117581.66,118250.11252594,116467.57245676,445.63501729458346,1.67,wyckoff_upthrust,WIN,1.666666666676659,116467.57245676,2025-10-20 17:00:00,202.34082376548093,0.1816202191589274,12342.790249621548
2025-09-18 00:00:00,BTCUSDT,LONG_HAMMER,116350.65,115590.19813612,117618.06977314,506.9679092551751,1.67,hammer,LOSS,-1.0,115590.19813612,2025-10-20 17:00:00,-123.42790249621548,0.16230863300993065,12219.362347125332
2025-09-17 23:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,116447.59,117223.43208789,115154.51985351,517.2280585940902,1.67,shooting_star,WIN,1.6666666666752321,115154.51985351,2025-10-20 17:00:00,203.65603911980216,0.15749805969353006,12423.018386245134
2025-09-17 22:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,116559.69,115755.1227041,117900.63549316,536.378197265941,1.67,wyckoff_spring,LOSS,-1.0,115755.1227041,2025-10-20 17:00:00,-124.23018386245134,0.15440620628692667,12298.788202382682
2025-09-17 19:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,115652.02,114729.45281739,117189.63197102,615.0447884086269,1.67,wyckoff_spring,LOSS,-1.0,114729.45281739,2025-10-20 17:00:00,-122.98788202382683,0.13331048875582846,12175.800320358856
2025-09-17 18:00:00,BTCUSDT,SHORT_WYCKOFF_UPTHRUST,115226.93,116256.36952671,113511.19745548,686.2930178080109,1.67,wyckoff_upthrust,WIN,1.6666666666698942,113511.19745548,2025-10-20 17:00:00,202.93000533970726,0.11827601334943502,12378.730325698563
2025-09-17 17:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,115504.48,116574.10313195,113721.77478009,713.0820879645823,1.67,shooting_star,WIN,1.666666666660422,113721.77478009,2025-10-20 17:00:00,206.31217209420305,0.1157298300302384,12585.042497792767
2025-09-17 14:00:00,BTCUSDT,SHORT_WYCKOFF_UPTHRUST,115606.61,116630.45413662,113900.20310563,682.5627577471527,1.67,wyckoff_upthrust,WIN,1.6666666666699212,113900.20310563,2025-10-20 17:00:00,209.75070829695574,0.12291951526273892,12794.793206089722
2025-09-16 23:00:00,BTCUSDT,LONG_HAMMER,116788.96,115959.39000328,118171.57666121,553.0466644821548,1.67,hammer,LOSS,-0.9999999999999999,115959.39000328,2025-10-20 17:00:00,-127.9479320608972,0.15423404000480254,12666.845274028825
2025-09-16 14:00:00,BTCUSDT,LONG_HAMMER,115296.86,114369.92502518,116841.7516247,617.9566498797614,1.67,hammer,LOSS,-0.9999999999999999,114369.92502518,2025-10-20 17:00:00,-126.66845274028823,0.13665300822734114,12540.176821288536
2025-09-16 13:00:00,BTCUSDT,SHORT_WYCKOFF_UPTHRUST,115200.0,116148.68426233,113618.85956278,632.4561748883497,1.67,wyckoff_upthrust,WIN,1.6666666666701795,113618.85956278,2025-10-20 17:00:00,209.00294702191613,0.13218493569704004,12749.179768310452
2025-09-15 05:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,116520.0,115559.7938543,118120.34357616,640.1374304645469,1.67,wyckoff_spring,LOSS,-1.0,115559.7938543,2025-10-20 17:00:00,-127.49179768310452,0.1327754443710235,12621.687970627348
2025-09-14 22:00:00,BTCUSDT,LONG_HAMMER,116009.61,115035.97764931,117632.33058448,649.0882337932806,1.67,hammer,LOSS,-1.0,115035.97764931,2025-10-20 17:00:00,-126.21687970627349,0.12963505127662012,12495.471090921075
2025-09-12 14:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,115260.0,114494.60345506,116535.66090823,510.264363291922,1.67,wyckoff_spring,LOSS,-1.0,114494.60345506,2025-10-20 17:00:00,-124.95471090921076,0.16325486669005843,12370.516380011864
2025-09-12 13:00:00,BTCUSDT,LONG_HAMMER,115166.45,114408.87856541,116429.06905764,505.0476230567844,1.67,hammer,LOSS,-1.0,114408.87856541,2025-10-20 17:00:00,-123.70516380011864,0.16329174801458796,12246.811216211745
2025-09-12 11:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,114913.45,115636.06098186,113709.09836356,481.7406545744725,1.67,shooting_star,WIN,1.6666666666758696,113709.09836356,2025-10-20 17:00:00,204.11352027132284,0.16948000409138972,12450.924736483068
2025-09-12 08:00:00,BTCUSDT,SHORT_WYCKOFF_UPTHRUST,115048.0,115701.59754634,113958.6707561,435.7316975583521,1.67,wyckoff_upthrust,WIN,1.666666666666689,113958.6707561,2025-10-20 17:00:00,207.51541227472057,0.19049833963125393,12658.440148757789
2025-09-11 14:00:00,BTCUSDT,LONG_HAMMER,114463.73,113675.10697915,115778.10170141,525.7486805658373,1.67,hammer,LOSS,-1.0000000000000002,113675.10697915,2025-10-20 17:00:00,-126.5844014875779,0.16051319596420496,12531.85574727021
2025-09-11 14:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,114463.73,113675.10697915,115778.10170141,525.7486805658373,1.67,wyckoff_spring,LOSS,-1.0,113675.10697915,2025-10-20 17:00:00,-125.31855747270211,0.1589080640045629,12406.53718979751
2025-09-11 13:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,114628.08,113758.10648064,116078.0358656,579.9823462397063,1.67,wyckoff_spring,LOSS,-0.9999999999999999,113758.10648064,2025-10-20 17:00:00,-124.06537189797508,0.1426082163848429,12282.471817899534
2025-09-11 00:00:00,BTCUSDT,LONG_HAMMER,113885.7,113155.17812984,115103.23645026,487.0145801054332,1.67,hammer,LOSS,-1.0,113155.17812984,2025-10-20 17:00:00,-122.82471817899534,0.16813284200799478,12159.647099720538
2025-09-10 07:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,112553.65,111661.60887186,114040.38521357,594.6940854261611,1.67,wyckoff_spring,LOSS,-1.0000000000000002,111661.60887186,2025-10-20 17:00:00,-121.5964709972054,0.13631262860126947,12038.050628723333
2025-09-09 06:00:00,BTCUSDT,LONG_WYCKOFF_SPRING,113022.61,112090.81270948,114575.6054842,621.198193679743,1.67,wyckoff_spring,LOSS,-0.9999999999999999,112090.81270948,2025-10-20 17:00:00,-120.38050628723332,0.1291917324851348,11917.6701224361
