timestamp,symbol,type,entry,stop_loss,take_profit,atr,rr,notes,outcome,pnl_percentage,exit_price,exit_time,id,original_size,risk_amount_usd,balance_at_entry,pnl_usd,balance_after_trade,position_size,initial_balance
2025-09-25 04:00:00,BTCUSDT,SHORT_ENGULFING,112099.33,112323.52866,111538.83335,740.3889453658006,2.5,bearish_engulfing_SL,LOSS,-2.0,112323.52866,2025-09-25 02:00:00,cde6cc43-0,0.06588523790868527,14.77138205290808,738.569102645404,-14.77138205290808,723.7977205924959,0.06588523790868527,1000.0
2025-09-25 08:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,111860.28,112084.00056,111300.9786,791.2592855702735,2.5,shooting_star_SL,LOSS,-2.0,112084.00056,2025-09-25 04:00:00,3a42ef27-0,0.06737350751087846,15.07283882949804,753.6419414749021,-15.07283882949804,738.569102645404,0.06737350751087846,1000.0
2025-09-25 10:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,111689.965,111913.34493,111131.515175,827.6855027915607,2.5,shooting_star_SL,LOSS,-1.9999999999999998,111913.34493,2025-09-25 08:00:00,93c8ee38-0,0.0688533109720349,15.380447785202081,769.0223892601041,-15.38044778520208,753.6419414749021,0.0688533109720349,1000.0
2025-09-25 15:00:00,BTCUSDT,LONG_HAMMER,111228.325,111005.86835,111784.466625,880.9896565875699,2.5,hammer_SL,LOSS,-2.0,111005.86835,2025-09-25 13:00:00,ca368da2-0,0.0705500800928923,15.694334474696003,784.7167237348001,-15.694334474696003,769.0223892601041,0.0705500800928923,1000.0
2025-09-26 18:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,110000.0,110220.0,109450.0,358.4644291384666,2.5,shooting_star_SL,LOSS,-2.0,110220.0,2025-09-25 17:00:00,a83edb47-0,0.07279375915907237,16.01462701499592,800.731350749796,-16.01462701499592,784.7167237348001,0.07279375915907237,1000.0
2025-09-30 12:00:00,BTCUSDT,SHORT_SHOOTINGSTAR,113123.37,113349.61674,112557.75315,705.9252773205735,2.5,shooting_star_SL,LOSS,-2.0,113349.61674,2025-09-30 09:00:00,8cd16449-0,0.07222847117156593,16.34145613775094,817.0728068875469,-16.34145613775094,800.731350749796,0.07222847117156593,1000.0
2025-09-30 14:00:00,BTCUSDT,LONG_HAMMER,113265.065,113038.53487,113831.390325,722.0347594960502,2.5,hammer_SL,LOSS,-2.0,113038.53487,2025-09-30 12:00:00,031eb9a5-0,0.07361031948643237,16.674955242602998,833.7477621301499,-16.674955242602998,817.0728068875469,0.07361031948643237,1000.0
2025-10-02 13:00:00,BTCUSDT,LONG_HAMMER,119347.305,119108.61039,119944.041525,785.0888910388339,2.5,hammer_SL,LOSS,-2.0000000000000004,119108.61039,2025-10-02 11:00:00,dc236347-0,0.07128464464126916,17.015260451635715,850.7630225817857,-17.015260451635715,833.7477621301499,0.07128464464126916,1000.0
2025-10-03 11:00:00,BTCUSDT,LONG_HAMMER,120300.88,120060.27824,120902.3844,828.2703859046985,2.5,hammer_SL,LOSS,-2.0,120060.27824,2025-10-03 09:00:00,d40ab9c6-0,0.07216285809768823,17.3625106649344,868.12553324672,-17.3625106649344,850.7630225817857,0.07216285809768823,1000.0
2025-10-05 00:00:00,BTCUSDT,SHORT_ENGULFING,122283.85,122528.4177,121672.43075,1020.3427617619664,2.5,bearish_engulfing_SL,LOSS,-2.0,122528.4177,2025-10-04 08:00:00,b0c82715-0,0.07244148600686039,17.71684761728,885.842380864,-17.71684761728,868.12553324672,0.07244148600686039,1000.0
2025-10-10 21:00:00,BTCUSDT,SHORT_ENGULFING,108556.345,108773.45769,108013.563275,2357.4219975496844,2.5,bearish_engulfing_SL,LOSS,-2.0,108773.45769,2025-10-10 19:00:00,e06c3bc6-0,0.08326743101013791,18.078415936,903.9207968,-18.078415936,885.842380864,0.08326743101013791,1000.0
2025-10-11 15:00:00,BTCUSDT,SHORT_ENGULFING,112089.565,112313.74413,111529.117175,999.3449129272336,2.5,bearish_engulfing_SL,LOSS,-2.0,112313.74413,2025-10-11 13:00:00,2dda1e91-0,0.0822884949192178,18.4473632,922.36816,-18.4473632,903.9207968,0.0822884949192178,1000.0
2025-10-11 18:00:00,BTCUSDT,LONG_HAMMER,111930.925,111707.06315,112490.579625,1105.5618029459863,2.5,hammer_SL,LOSS,-2.0,111707.06315,2025-10-11 16:00:00,64a45257-0,0.08408685982001804,18.82384,941.192,-18.82384,922.36816,0.08408685982001804,1000.0
2025-10-12 11:00:00,BTCUSDT,LONG_ENGULFING,111805.47,111581.85906,112364.49735,1076.3508127818386,2.5,bullish_engulfing_SL,LOSS,-2.0,111581.85906,2025-10-12 09:00:00,6639730f-0,0.08589919616634192,19.208,960.4,-19.208,941.192,0.08589919616634192,1000.0
2025-10-13 09:00:00,BTCUSDT,LONG_HAMMER,115001.305,114771.30239,115576.311525,1009.586694722064,2.5,hammer_SL,LOSS,-2.0,114771.30239,2025-10-13 05:00:00,a981668a-0,0.08521642428318683,19.6,980.0,-19.6,960.4,0.08521642428318683,1000.0
2025-10-14 12:00:00,BTCUSDT,SHORT_ENGULFING,111049.22,111271.31844,110493.9739,1062.704587673578,2.5,bearish_engulfing_SL,LOSS,-2.0,111271.31844,2025-10-14 10:00:00,7ea0871f-0,0.09005015973997772,20.0,1000.0,-20.0,980.0,0.09005015973997772,1000.0
