Fecha,Patrón,Precio,Volumen alto,Soporte,Resistencia,Tendencia previa,Recomendación
2025-10-07 16:00,Three Black Crows,121684.17,Sí,Sí,No,bajista,⚠️ No clara
2025-10-07 17:00,Three Black Crows,121130.02,Sí,No,No,bajista,⚠️ No clara
2025-10-07 17:00,Inside Bar,121130.02,Sí,No,No,bajista,⚠️ No clara
2025-10-07 18:00,Three Black Crows,120895.37,Sí,Sí,No,bajista,⚠️ No clara
2025-10-07 19:00,Piercing Line,121637.17,Sí,No,No,bajista,⚠️ No clara
2025-10-07 21:00,Hammer,122016.00,No,No,No,alcista,⚠️ No clara
2025-10-07 21:00,Three White Soldiers,122016.00,No,No,No,alcista,⚠️ No clara
2025-10-07 22:00,Hammer,122011.17,No,No,No,alcista,⚠️ No clara
2025-10-07 22:00,Inside Bar,122011.17,No,No,No,alcista,⚠️ No clara
2025-10-07 23:00,Evening Star,121332.95,No,No,No,lateral,⚠️ No clara
2025-10-08 00:00,Piercing Line,121914.09,No,No,No,bajista,⚠️ No clara
2025-10-08 01:00,Hammer,121950.01,No,No,No,lateral,⚠️ No clara
2025-10-08 01:00,Inside Bar,121950.01,No,No,No,lateral,⚠️ No clara
2025-10-08 02:00,Three White Soldiers,122048.28,No,No,Sí,alcista,⚠️ No clara
2025-10-08 03:00,Dark Cloud Cover,121374.75,No,No,No,alcista,⚠️ No clara
2025-10-08 03:00,Evening Star,121374.75,No,No,No,alcista,⚠️ No clara
2025-10-08 04:00,Piercing Line,121900.00,No,No,No,lateral,⚠️ No clara
2025-10-08 05:00,Bearish Engulfing,121374.01,No,Sí,No,lateral,⚠️ No clara
2025-10-08 05:00,Inside Bar,121374.01,No,Sí,No,lateral,⚠️ No clara
2025-10-08 06:00,Piercing Line,121784.29,No,Sí,No,lateral,⚠️ No clara
2025-10-08 08:00,Bullish Engulfing,122381.85,Sí,No,Sí,lateral,⚠️ No clara
2025-10-08 09:00,Inside Bar,122516.98,No,No,No,lateral,⚠️ No clara
2025-10-08 10:00,Three White Soldiers,122934.60,No,No,Sí,alcista,⚠️ No clara
2025-10-08 11:00,Hammer,122884.14,Sí,No,Sí,alcista,⚠️ No clara
2025-10-08 12:00,Evening Star,122631.52,No,No,Sí,lateral,⚠️ No clara
2025-10-08 13:00,Hammer,122599.04,Sí,No,No,bajista,⚠️ No clara
2025-10-08 13:00,Three Black Crows,122599.04,Sí,No,No,bajista,⚠️ No clara
2025-10-08 14:00,Shooting Star,122320.00,Sí,No,Sí,bajista,⚠️ No clara
2025-10-08 14:00,Three Black Crows,122320.00,Sí,No,Sí,bajista,⚠️ No clara
2025-10-08 15:00,Shooting Star,122189.72,No,No,No,bajista,⚠️ No clara
2025-10-08 15:00,Three Black Crows,122189.72,No,No,No,bajista,⚠️ No clara
2025-10-08 16:00,Piercing Line,123051.03,No,No,No,bajista,⚠️ No clara
2025-10-08 16:00,Morning Star,123051.03,No,No,No,bajista,⚠️ No clara
2025-10-08 18:00,Dark Cloud Cover,123460.22,Sí,No,Sí,alcista,🔻 Venta
2025-10-08 19:00,Hammer,123450.00,No,No,No,lateral,⚠️ No clara
2025-10-08 20:00,Three Black Crows,122856.69,No,No,No,bajista,⚠️ No clara
2025-10-08 21:00,Piercing Line,123277.33,No,No,No,bajista,⚠️ No clara
2025-10-08 23:00,Shooting Star,123306.00,No,No,No,lateral,⚠️ No clara
2025-10-08 23:00,Piercing Line,123306.00,No,No,No,lateral,⚠️ No clara
2025-10-08 23:00,Outside Bar,123306.00,No,No,No,lateral,⚠️ No clara
2025-10-09 00:00,Bearish Engulfing,122839.15,No,No,No,lateral,⚠️ No clara
2025-10-09 02:00,Three Black Crows,121617.81,Sí,Sí,No,bajista,⚠️ No clara
2025-10-09 03:00,Inside Bar,122038.01,No,No,No,bajista,⚠️ No clara
2025-10-09 05:00,Hammer,122100.92,No,No,No,alcista,⚠️ No clara
2025-10-09 06:00,Evening Star,121957.32,No,No,No,lateral,⚠️ No clara
2025-10-09 06:00,Inside Bar,121957.32,No,No,No,lateral,⚠️ No clara
2025-10-09 07:00,Hammer,121906.10,No,No,No,bajista,⚠️ No clara
2025-10-09 07:00,Three Black Crows,121906.10,No,No,No,bajista,⚠️ No clara
2025-10-09 08:00,Three Black Crows,121261.62,Sí,Sí,No,bajista,⚠️ No clara
2025-10-09 09:00,Piercing Line,121813.04,No,Sí,No,bajista,⚠️ No clara
2025-10-09 09:00,Inside Bar,121813.04,No,Sí,No,bajista,⚠️ No clara
2025-10-09 11:00,Three White Soldiers,122737.57,No,No,Sí,alcista,⚠️ No clara
2025-10-09 12:00,Three White Soldiers,123563.38,Sí,No,Sí,alcista,⚠️ No clara
2025-10-09 13:00,Dark Cloud Cover,122415.74,Sí,No,Sí,alcista,🔻 Venta
2025-10-09 15:00,Hammer,121147.14,Sí,Sí,No,bajista,✅ Compra
2025-10-09 15:00,Three Black Crows,121147.14,Sí,Sí,No,bajista,⚠️ No clara
2025-10-09 16:00,Three Black Crows,119819.77,Sí,Sí,No,bajista,⚠️ No clara
2025-10-09 17:00,Piercing Line,120974.00,Sí,Sí,No,bajista,✅ Compra
2025-10-09 19:00,Piercing Line,120951.72,No,No,No,lateral,⚠️ No clara
2025-10-09 21:00,Three White Soldiers,121461.02,No,No,No,alcista,⚠️ No clara
2025-10-09 22:00,Three White Soldiers,121686.19,No,No,No,alcista,⚠️ No clara
2025-10-09 23:00,Hammer,121662.40,No,No,No,alcista,⚠️ No clara
2025-10-09 23:00,Outside Bar,121662.40,No,No,No,alcista,⚠️ No clara
2025-10-10 00:00,Piercing Line,121745.27,No,No,Sí,lateral,⚠️ No clara
2025-10-10 00:00,Inside Bar,121745.27,No,No,Sí,lateral,⚠️ No clara
2025-10-10 01:00,Dark Cloud Cover,121623.97,No,No,Sí,lateral,⚠️ No clara
2025-10-10 01:00,Outside Bar,121623.97,No,No,Sí,lateral,⚠️ No clara
2025-10-10 02:00,Evening Star,121059.73,Sí,No,No,lateral,⚠️ No clara
2025-10-10 03:00,Hammer,121026.01,No,No,No,bajista,⚠️ No clara
2025-10-10 03:00,Three Black Crows,121026.01,No,No,No,bajista,⚠️ No clara
2025-10-10 03:00,Inside Bar,121026.01,No,No,No,bajista,⚠️ No clara
2025-10-10 04:00,Bullish Engulfing,121234.51,No,No,No,bajista,⚠️ No clara
2025-10-10 04:00,Inside Bar,121234.51,No,No,No,bajista,⚠️ No clara
2025-10-10 05:00,Outside Bar,121583.89,No,No,No,lateral,⚠️ No clara
2025-10-10 06:00,Dark Cloud Cover,121378.18,No,No,No,alcista,⚠️ No clara
2025-10-10 08:00,Piercing Line,121631.54,No,Sí,No,bajista,⚠️ No clara
2025-10-10 10:00,Piercing Line,121496.33,No,No,No,lateral,⚠️ No clara
2025-10-10 12:00,Hammer,121597.21,No,No,No,alcista,⚠️ No clara
2025-10-10 12:00,Three White Soldiers,121597.21,No,No,No,alcista,⚠️ No clara
2025-10-10 12:00,Outside Bar,121597.21,No,No,No,alcista,⚠️ No clara
2025-10-10 13:00,Hammer,121684.20,Sí,No,Sí,alcista,⚠️ No clara
2025-10-10 13:00,Three White Soldiers,121684.20,Sí,No,Sí,alcista,⚠️ No clara
2025-10-10 13:00,Outside Bar,121684.20,Sí,No,Sí,alcista,⚠️ No clara
2025-10-10 14:00,Dark Cloud Cover,120493.17,Sí,Sí,No,alcista,⚠️ No clara
2025-10-10 14:00,Evening Star,120493.17,Sí,Sí,No,alcista,⚠️ No clara
2025-10-10 16:00,Three Black Crows,118205.61,Sí,Sí,No,bajista,⚠️ No clara
2025-10-10 17:00,Three Black Crows,117623.80,Sí,Sí,No,bajista,⚠️ No clara
2025-10-10 18:00,Three Black Crows,117237.70,Sí,Sí,No,bajista,⚠️ No clara
2025-10-10 19:00,Three Black Crows,116661.50,Sí,Sí,No,bajista,⚠️ No clara
2025-10-10 20:00,Three Black Crows,114266.82,Sí,Sí,No,bajista,⚠️ No clara
2025-10-10 21:00,Hammer,113451.86,Sí,Sí,No,bajista,✅ Compra
2025-10-10 21:00,Three Black Crows,113451.86,Sí,Sí,No,bajista,⚠️ No clara
2025-10-10 22:00,Hammer,113700.00,Sí,No,No,bajista,⚠️ No clara
2025-10-10 22:00,Inside Bar,113700.00,Sí,No,No,bajista,⚠️ No clara
2025-10-10 23:00,Dark Cloud Cover,112774.50,Sí,No,No,lateral,⚠️ No clara
2025-10-11 00:00,Hammer,112514.58,Sí,No,No,lateral,⚠️ No clara
2025-10-11 01:00,Three Black Crows,111095.37,Sí,No,No,bajista,⚠️ No clara
2025-10-11 02:00,Piercing Line,113196.48,Sí,No,No,bajista,⚠️ No clara
2025-10-11 04:00,Piercing Line,112945.79,Sí,No,No,lateral,⚠️ No clara
2025-10-11 05:00,Dark Cloud Cover,112389.48,Sí,No,No,lateral,⚠️ No clara
2025-10-11 05:00,Inside Bar,112389.48,Sí,No,No,lateral,⚠️ No clara
2025-10-11 06:00,Inside Bar,112045.99,Sí,No,No,lateral,⚠️ No clara
2025-10-11 07:00,Three Black Crows,110384.61,Sí,Sí,No,bajista,⚠️ No clara
2025-10-11 08:00,Piercing Line,111328.38,Sí,Sí,No,bajista,✅ Compra
2025-10-11 08:00,Inside Bar,111328.38,Sí,Sí,No,bajista,⚠️ No clara
2025-10-11 10:00,Three White Soldiers,112114.64,Sí,No,No,alcista,⚠️ No clara
2025-10-11 11:00,Hammer,112280.00,Sí,No,No,alcista,⚠️ No clara
2025-10-11 11:00,Three White Soldiers,112280.00,Sí,No,No,alcista,⚠️ No clara
2025-10-11 12:00,Hammer,112380.14,Sí,No,No,alcista,⚠️ No clara
2025-10-11 12:00,Three White Soldiers,112380.14,Sí,No,No,alcista,⚠️ No clara
2025-10-11 13:00,Hammer,112267.86,Sí,No,No,alcista,⚠️ No clara
2025-10-11 13:00,Dark Cloud Cover,112267.86,Sí,No,No,alcista,⚠️ No clara
2025-10-11 13:00,Outside Bar,112267.86,Sí,No,No,alcista,⚠️ No clara
2025-10-11 15:00,Three Black Crows,111793.20,No,No,No,bajista,⚠️ No clara
2025-10-11 15:00,Outside Bar,111793.20,No,No,No,bajista,⚠️ No clara
2025-10-11 16:00,Hammer,111846.18,Sí,No,No,bajista,⚠️ No clara
2025-10-11 17:00,Morning Star,112005.57,No,No,No,lateral,⚠️ No clara
2025-10-11 18:00,Hammer,111955.27,No,No,No,alcista,⚠️ No clara
2025-10-11 18:00,Inside Bar,111955.27,No,No,No,alcista,⚠️ No clara
2025-10-11 19:00,Evening Star,111178.31,Sí,Sí,No,lateral,⚠️ No clara
2025-10-11 20:00,Three Black Crows,110244.98,Sí,Sí,No,bajista,⚠️ No clara
2025-10-11 21:00,Piercing Line,110893.54,Sí,Sí,No,bajista,✅ Compra
2025-10-11 23:00,Dark Cloud Cover,110644.40,No,No,No,alcista,⚠️ No clara
2025-10-12 01:00,Inside Bar,109978.56,Sí,Sí,No,bajista,⚠️ No clara
2025-10-12 02:00,Hammer,110119.02,Sí,Sí,No,lateral,⚠️ No clara
2025-10-12 02:00,Outside Bar,110119.02,Sí,Sí,No,lateral,⚠️ No clara
2025-10-12 03:00,Three White Soldiers,110676.00,Sí,No,No,alcista,⚠️ No clara
2025-10-12 04:00,Three White Soldiers,111524.87,Sí,No,Sí,alcista,⚠️ No clara
2025-10-12 05:00,Three White Soldiers,111700.38,No,No,No,alcista,⚠️ No clara
2025-10-12 05:00,Inside Bar,111700.38,No,No,No,alcista,⚠️ No clara
2025-10-12 06:00,Hammer,111686.01,No,No,Sí,alcista,⚠️ No clara
2025-10-12 07:00,Evening Star,111525.20,No,No,No,lateral,⚠️ No clara
2025-10-12 08:00,Three Black Crows,111310.90,No,No,No,bajista,⚠️ No clara
2025-10-12 09:00,Piercing Line,111837.04,No,No,No,bajista,⚠️ No clara
2025-10-12 09:00,Outside Bar,111837.04,No,No,No,bajista,⚠️ No clara
2025-10-12 11:00,Piercing Line,111848.36,Sí,No,Sí,lateral,⚠️ No clara
2025-10-12 12:00,Hammer,111789.60,Sí,No,Sí,lateral,⚠️ No clara
2025-10-12 13:00,Evening Star,111297.52,Sí,No,No,lateral,⚠️ No clara
2025-10-12 14:00,Bullish Engulfing,112338.10,Sí,Sí,Sí,bajista,✅ Compra
2025-10-12 14:00,Outside Bar,112338.10,Sí,Sí,Sí,bajista,⚠️ No clara
2025-10-12 16:00,Three White Soldiers,114069.35,Sí,No,Sí,alcista,⚠️ No clara
2025-10-12 17:00,Inside Bar,113799.99,Sí,No,No,alcista,⚠️ No clara
2025-10-12 18:00,Hammer,113878.93,Sí,No,No,lateral,⚠️ No clara
2025-10-12 18:00,Inside Bar,113878.93,Sí,No,No,lateral,⚠️ No clara
2025-10-12 19:00,Morning Star,114342.28,No,No,No,lateral,⚠️ No clara
2025-10-12 20:00,Three White Soldiers,114927.97,Sí,No,Sí,alcista,⚠️ No clara
2025-10-12 21:00,Hammer,114882.06,Sí,No,Sí,alcista,⚠️ No clara
2025-10-12 21:00,Outside Bar,114882.06,Sí,No,Sí,alcista,⚠️ No clara
2025-10-12 22:00,Piercing Line,115221.40,Sí,No,Sí,lateral,⚠️ No clara
2025-10-12 23:00,Dark Cloud Cover,114958.80,Sí,No,No,lateral,⚠️ No clara
2025-10-13 00:00,Piercing Line,115280.84,Sí,No,Sí,lateral,⚠️ No clara
2025-10-13 01:00,Inside Bar,115713.32,Sí,No,No,lateral,⚠️ No clara
2025-10-13 02:00,Dark Cloud Cover,115319.97,Sí,No,Sí,alcista,🔻 Venta
2025-10-13 02:00,Outside Bar,115319.97,Sí,No,Sí,alcista,⚠️ No clara
2025-10-13 04:00,Hammer,114708.15,Sí,No,No,bajista,⚠️ No clara
2025-10-13 04:00,Three Black Crows,114708.15,Sí,No,No,bajista,⚠️ No clara
2025-10-13 05:00,Three Black Crows,114611.82,Sí,No,No,bajista,⚠️ No clara
2025-10-13 05:00,Inside Bar,114611.82,Sí,No,No,bajista,⚠️ No clara
2025-10-13 06:00,Piercing Line,115221.22,No,No,No,bajista,⚠️ No clara
2025-10-13 06:00,Morning Star,115221.22,No,No,No,bajista,⚠️ No clara
2025-10-13 06:00,Outside Bar,115221.22,No,No,No,bajista,⚠️ No clara
2025-10-13 08:00,Dark Cloud Cover,115254.23,No,No,No,alcista,⚠️ No clara
2025-10-13 08:00,Inside Bar,115254.23,No,No,No,alcista,⚠️ No clara
2025-10-13 09:00,Hammer,115127.04,Sí,No,No,lateral,⚠️ No clara
2025-10-13 10:00,Three Black Crows,114810.62,Sí,No,No,bajista,⚠️ No clara
2025-10-13 11:00,Three Black Crows,114180.00,Sí,Sí,No,bajista,⚠️ No clara
2025-10-13 12:00,Inside Bar,114412.26,Sí,No,No,bajista,⚠️ No clara
2025-10-13 13:00,Morning Star,115345.79,Sí,No,Sí,lateral,⚠️ No clara
2025-10-13 14:00,Dark Cloud Cover,114036.63,Sí,Sí,Sí,alcista,🔻 Venta
2025-10-13 15:00,Inside Bar,114312.10,Sí,No,No,lateral,⚠️ No clara
2025-10-13 17:00,Three White Soldiers,115040.55,No,No,No,alcista,⚠️ No clara
2025-10-13 18:00,Hammer,115160.63,No,No,No,alcista,⚠️ No clara
2025-10-13 18:00,Three White Soldiers,115160.63,No,No,No,alcista,⚠️ No clara
2025-10-13 19:00,Three White Soldiers,115792.84,Sí,No,Sí,alcista,⚠️ No clara
2025-10-13 20:00,Hammer,115713.37,No,No,Sí,alcista,⚠️ No clara
2025-10-13 20:00,Inside Bar,115713.37,No,No,Sí,alcista,⚠️ No clara
2025-10-13 21:00,Hammer,115700.00,No,No,No,lateral,⚠️ No clara
2025-10-13 21:00,Inside Bar,115700.00,No,No,No,lateral,⚠️ No clara
2025-10-13 22:00,Three Black Crows,115507.19,No,No,Sí,bajista,⚠️ No clara
2025-10-13 22:00,Outside Bar,115507.19,No,No,Sí,bajista,⚠️ No clara
2025-10-13 23:00,Three Black Crows,115166.00,No,No,No,bajista,⚠️ No clara
2025-10-14 00:00,Three Black Crows,114959.03,No,No,No,bajista,⚠️ No clara
2025-10-14 01:00,Three Black Crows,114274.57,No,Sí,No,bajista,⚠️ No clara
2025-10-14 02:00,Three Black Crows,113647.05,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 03:00,Three Black Crows,113500.00,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 04:00,Three Black Crows,113062.09,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 05:00,Three Black Crows,112493.11,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 05:00,Outside Bar,112493.11,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 06:00,Three Black Crows,111987.38,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 07:00,Three Black Crows,111724.41,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 07:00,Inside Bar,111724.41,Sí,Sí,No,bajista,⚠️ No clara
2025-10-14 08:00,Hammer,111803.33,Sí,No,No,bajista,⚠️ No clara
2025-10-14 08:00,Inside Bar,111803.33,Sí,No,No,bajista,⚠️ No clara
2025-10-14 09:00,Dark Cloud Cover,111287.89,Sí,Sí,No,lateral,⚠️ No clara
2025-10-14 11:00,Piercing Line,111313.98,Sí,No,No,bajista,⚠️ No clara
2025-10-14 12:00,Dark Cloud Cover,110803.28,Sí,No,No,lateral,⚠️ No clara
2025-10-14 12:00,Inside Bar,110803.28,Sí,No,No,lateral,⚠️ No clara
2025-10-14 13:00,Hammer,111014.38,Sí,Sí,No,lateral,⚠️ No clara
2025-10-14 14:00,Morning Star,111435.21,Sí,No,No,lateral,⚠️ No clara
2025-10-14 15:00,Three White Soldiers,112900.43,Sí,No,Sí,alcista,⚠️ No clara
2025-10-14 17:00,Piercing Line,112774.97,Sí,No,No,lateral,⚠️ No clara
2025-10-14 18:00,Shooting Star,112861.36,Sí,No,Sí,lateral,⚠️ No clara
2025-10-14 19:00,Hammer,112613.70,Sí,No,Sí,alcista,⚠️ No clara
2025-10-14 19:00,Dark Cloud Cover,112613.70,Sí,No,Sí,alcista,🔻 Venta
2025-10-14 19:00,Outside Bar,112613.70,Sí,No,Sí,alcista,⚠️ No clara
2025-10-14 20:00,Bullish Engulfing,112992.87,No,No,No,lateral,⚠️ No clara
2025-10-14 20:00,Inside Bar,112992.87,No,No,No,lateral,⚠️ No clara
2025-10-14 21:00,Hammer,113128.70,No,No,No,lateral,⚠️ No clara
2025-10-14 22:00,Hammer,113211.87,No,No,Sí,alcista,⚠️ No clara
2025-10-14 22:00,Three White Soldiers,113211.87,No,No,Sí,alcista,⚠️ No clara
2025-10-14 23:00,Dark Cloud Cover,113028.14,No,No,Sí,alcista,⚠️ No clara
2025-10-14 23:00,Evening Star,113028.14,No,No,Sí,alcista,⚠️ No clara
2025-10-14 23:00,Inside Bar,113028.14,No,No,Sí,alcista,⚠️ No clara
2025-10-15 00:00,Hammer,112993.86,Sí,No,No,lateral,⚠️ No clara
2025-10-15 01:00,Three Black Crows,112738.17,Sí,No,No,bajista,⚠️ No clara
2025-10-15 02:00,Shooting Star,112809.94,Sí,No,Sí,bajista,⚠️ No clara
2025-10-15 03:00,Dark Cloud Cover,112024.29,No,Sí,No,lateral,⚠️ No clara
2025-10-15 05:00,Shooting Star,112431.95,No,No,No,lateral,⚠️ No clara
2025-10-15 06:00,Hammer,112460.47,No,No,No,alcista,⚠️ No clara
2025-10-15 06:00,Three White Soldiers,112460.47,No,No,No,alcista,⚠️ No clara
2025-10-15 07:00,Three White Soldiers,112584.50,Sí,No,No,alcista,⚠️ No clara
2025-10-15 08:00,Three White Soldiers,112944.85,Sí,No,Sí,alcista,⚠️ No clara
2025-10-15 09:00,Dark Cloud Cover,112564.01,Sí,No,No,alcista,⚠️ No clara
2025-10-15 11:00,Three Black Crows,111905.73,No,Sí,No,bajista,⚠️ No clara
2025-10-15 12:00,Three Black Crows,111711.25,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 13:00,Hammer,111389.00,Sí,Sí,No,bajista,✅ Compra
2025-10-15 13:00,Three Black Crows,111389.00,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 14:00,Shooting Star,111059.76,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 14:00,Three Black Crows,111059.76,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 15:00,Shooting Star,110798.01,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 15:00,Three Black Crows,110798.01,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 16:00,Hammer,110748.00,Sí,No,No,bajista,⚠️ No clara
2025-10-15 16:00,Three Black Crows,110748.00,Sí,No,No,bajista,⚠️ No clara
2025-10-15 16:00,Inside Bar,110748.00,Sí,No,No,bajista,⚠️ No clara
2025-10-15 17:00,Piercing Line,111186.78,Sí,Sí,No,bajista,✅ Compra
2025-10-15 17:00,Morning Star,111186.78,Sí,Sí,No,bajista,✅ Compra
2025-10-15 17:00,Outside Bar,111186.78,Sí,Sí,No,bajista,⚠️ No clara
2025-10-15 19:00,Dark Cloud Cover,111271.73,No,No,No,alcista,⚠️ No clara
2025-10-15 20:00,Hammer,111109.76,Sí,No,No,lateral,⚠️ No clara
2025-10-15 20:00,Evening Star,111109.76,Sí,No,No,lateral,⚠️ No clara
2025-10-15 21:00,Three Black Crows,110854.19,No,No,No,bajista,⚠️ No clara
2025-10-15 22:00,Shooting Star,110667.97,No,No,No,bajista,⚠️ No clara
2025-10-15 22:00,Three Black Crows,110667.97,No,No,No,bajista,⚠️ No clara
2025-10-15 22:00,Inside Bar,110667.97,No,No,No,bajista,⚠️ No clara
2025-10-15 23:00,Shooting Star,110763.28,No,No,No,bajista,⚠️ No clara
2025-10-15 23:00,Piercing Line,110763.28,No,No,No,bajista,⚠️ No clara
2025-10-16 00:00,Dark Cloud Cover,110431.27,No,No,No,lateral,⚠️ No clara
2025-10-16 01:00,Piercing Line,111299.99,No,No,No,lateral,⚠️ No clara
2025-10-16 03:00,Dark Cloud Cover,111329.48,No,No,Sí,alcista,⚠️ No clara
2025-10-16 05:00,Hammer,110951.14,Sí,No,No,bajista,⚠️ No clara
2025-10-16 05:00,Three Black Crows,110951.14,Sí,No,No,bajista,⚠️ No clara
2025-10-16 06:00,Bullish Engulfing,111666.83,No,No,Sí,bajista,⚠️ No clara
2025-10-16 06:00,Morning Star,111666.83,No,No,Sí,bajista,⚠️ No clara
2025-10-16 07:00,Dark Cloud Cover,110584.20,Sí,Sí,Sí,lateral,⚠️ No clara
2025-10-16 07:00,Outside Bar,110584.20,Sí,Sí,Sí,lateral,⚠️ No clara
2025-10-16 09:00,Hammer,111146.31,Sí,Sí,Sí,lateral,⚠️ No clara
2025-10-16 09:00,Morning Star,111146.31,Sí,Sí,Sí,lateral,⚠️ No clara
2025-10-16 09:00,Outside Bar,111146.31,Sí,Sí,Sí,lateral,⚠️ No clara
2025-10-16 10:00,Three White Soldiers,111469.63,Sí,No,Sí,alcista,⚠️ No clara
2025-10-16 11:00,Hammer,111404.72,No,No,No,alcista,⚠️ No clara
2025-10-16 12:00,Shooting Star,111519.07,Sí,No,Sí,lateral,⚠️ No clara
2025-10-16 12:00,Piercing Line,111519.07,Sí,No,Sí,lateral,⚠️ No clara
2025-10-16 13:00,Bearish Engulfing,110860.00,Sí,No,No,lateral,⚠️ No clara
2025-10-16 14:00,Hammer,110529.34,Sí,Sí,No,lateral,⚠️ No clara
2025-10-16 15:00,Three Black Crows,108549.21,Sí,Sí,No,bajista,⚠️ No clara
2025-10-16 17:00,Dark Cloud Cover,108276.70,Sí,No,No,lateral,⚠️ No clara
2025-10-16 17:00,Inside Bar,108276.70,Sí,No,No,lateral,⚠️ No clara
2025-10-16 19:00,Dark Cloud Cover,108197.66,Sí,Sí,No,lateral,⚠️ No clara
2025-10-16 21:00,Bullish Engulfing,108443.70,No,Sí,No,bajista,⚠️ No clara
2025-10-16 22:00,Bearish Engulfing,107798.85,No,No,No,lateral,⚠️ No clara
2025-10-16 23:00,Piercing Line,108194.28,No,No,No,lateral,⚠️ No clara
2025-10-17 01:00,Hammer,108839.84,No,No,No,alcista,⚠️ No clara
2025-10-17 01:00,Three White Soldiers,108839.84,No,No,No,alcista,⚠️ No clara
2025-10-17 02:00,Hammer,108972.97,No,No,No,alcista,⚠️ No clara
2025-10-17 02:00,Three White Soldiers,108972.97,No,No,No,alcista,⚠️ No clara
2025-10-17 03:00,Three White Soldiers,109176.74,No,No,Sí,alcista,⚠️ No clara
2025-10-17 04:00,Dark Cloud Cover,108787.26,No,No,Sí,alcista,⚠️ No clara
2025-10-17 06:00,Three Black Crows,106741.28,Sí,Sí,No,bajista,⚠️ No clara
2025-10-17 07:00,Three Black Crows,105633.75,Sí,Sí,No,bajista,⚠️ No clara
2025-10-17 08:00,Three Black Crows,104884.38,Sí,Sí,No,bajista,⚠️ No clara
2025-10-17 09:00,Three Black Crows,104531.35,Sí,Sí,No,bajista,⚠️ No clara
2025-10-17 09:00,Inside Bar,104531.35,Sí,Sí,No,bajista,⚠️ No clara
2025-10-17 10:00,Hammer,104751.99,Sí,Sí,No,bajista,✅ Compra
2025-10-17 10:00,Piercing Line,104751.99,Sí,Sí,No,bajista,✅ Compra
2025-10-17 11:00,Morning Star,105683.72,Sí,No,No,lateral,⚠️ No clara
2025-10-17 12:00,Inside Bar,105350.40,Sí,No,No,alcista,⚠️ No clara
2025-10-17 13:00,Piercing Line,105835.63,Sí,No,No,lateral,⚠️ No clara
2025-10-17 13:00,Outside Bar,105835.63,Sí,No,No,lateral,⚠️ No clara
2025-10-17 14:00,Dark Cloud Cover,105163.42,Sí,No,No,lateral,⚠️ No clara
2025-10-17 15:00,Bullish Engulfing,106803.53,Sí,No,No,lateral,⚠️ No clara
2025-10-17 17:00,Hammer,106453.27,No,No,No,lateral,⚠️ No clara
2025-10-17 18:00,Morning Star,106647.11,No,No,No,lateral,⚠️ No clara
2025-10-17 19:00,Dark Cloud Cover,106454.72,No,No,No,alcista,⚠️ No clara
2025-10-17 20:00,Piercing Line,107021.37,No,No,No,lateral,⚠️ No clara
2025-10-17 22:00,Bearish Engulfing,107000.10,No,No,No,alcista,⚠️ No clara
2025-10-18 00:00,Piercing Line,106845.52,No,No,No,bajista,⚠️ No clara
2025-10-18 02:00,Dark Cloud Cover,106597.98,Sí,No,Sí,alcista,🔻 Venta
2025-10-18 03:00,Piercing Line,107070.40,No,No,No,lateral,⚠️ No clara
2025-10-18 03:00,Inside Bar,107070.40,No,No,No,lateral,⚠️ No clara
2025-10-18 04:00,Bearish Engulfing,106478.71,No,No,No,lateral,⚠️ No clara
2025-10-18 05:00,Piercing Line,106812.52,No,No,No,lateral,⚠️ No clara
2025-10-18 05:00,Inside Bar,106812.52,No,No,No,lateral,⚠️ No clara
2025-10-18 06:00,Hammer,106839.96,No,No,No,lateral,⚠️ No clara
2025-10-18 07:00,Shooting Star,106665.00,Sí,No,Sí,alcista,🔻 Venta
2025-10-18 07:00,Bearish Engulfing,106665.00,Sí,No,Sí,alcista,🔻 Venta
2025-10-18 07:00,Outside Bar,106665.00,Sí,No,Sí,alcista,⚠️ No clara
2025-10-18 08:00,Shooting Star,106719.20,Sí,No,No,lateral,⚠️ No clara
2025-10-18 09:00,Morning Star,106884.41,No,No,No,lateral,⚠️ No clara
2025-10-18 09:00,Inside Bar,106884.41,No,No,No,lateral,⚠️ No clara
2025-10-18 10:00,Hammer,106924.47,No,No,No,alcista,⚠️ No clara
2025-10-18 10:00,Three White Soldiers,106924.47,No,No,No,alcista,⚠️ No clara
2025-10-18 11:00,Three White Soldiers,107208.60,No,No,No,alcista,⚠️ No clara
2025-10-18 11:00,Outside Bar,107208.60,No,No,No,alcista,⚠️ No clara
2025-10-18 12:00,Dark Cloud Cover,107065.17,No,No,No,alcista,⚠️ No clara
