timestamp,symbol,type,entry,stop_loss,take_profit,atr,rr,notes,outcome,pnl_percentage,exit_price,exit_time,id,original_size,original_stop_loss,risk_amount_usd,balance_at_entry,sl_moved_to_be,lowest_price_since_be,pnl_usd,balance_after_trade,position_size,initial_balance
2025-09-25 04:00:00,BTCUSDT,SHORT_ENGULFING,112099.33,112323.52866,111538.83335,740.3889453658006,2.5,bearish_engulfing_SL,LOSS,-2.0,112323.52866,2025-09-25 02:00:00,51df3c28-0,0.08228132674834207,112323.52866,18.4473632,922.36816,,,-18.4473632,903.9207968,0.08228132674834207,1000.0
2025-09-26 01:00:00,BTCUSDT,LONG_ENGULFING,109537.88,109318.80424,110085.5694,518.7562930550928,2.5,bullish_engulfing_SL,LOSS,-2.0,109318.80424,2025-09-25 23:00:00,d17f7c26-0,0.08592388313521952,109318.80424,18.82384,941.192,,,-18.82384,922.36816,0.08592388313521952,1000.0
2025-10-05 00:00:00,BTCUSDT,SHORT_ENGULFING,122283.85,122283.85,121672.43075,1020.3427617619676,2.5,bearish_engulfing_SL,LOSS,0.0,122283.85,2025-10-04 21:00:00,8ca6e889-0,0.07696780891344208,122528.4177,18.82384,941.192,True,121871.01,0.0,941.192,0.07696780891344208,1000.0
2025-10-10 21:00:00,BTCUSDT,SHORT_ENGULFING,108556.345,108773.45769,108013.563275,2357.4219975924216,2.5,bearish_engulfing_SL,LOSS,-2.0,108773.45769,2025-10-10 19:00:00,0cbbca36-0,0.08847018569020763,108773.45769,19.208,960.4,,,-19.208,941.192,0.08847018569020763,1000.0
2025-10-11 15:00:00,BTCUSDT,SHORT_ENGULFING,112089.565,112313.74413,111529.117175,999.3449130894649,2.5,bearish_engulfing_SL,LOSS,-2.0,112313.74413,2025-10-11 13:00:00,8e770b35-0,0.0874300832552952,112313.74413,19.6,980.0,,,-19.6,960.4,0.0874300832552952,1000.0
2025-10-12 11:00:00,BTCUSDT,LONG_ENGULFING,111805.47,111581.85906,112364.49735,1076.3508134960518,2.5,bullish_engulfing_SL,LOSS,-2.0,111581.85906,2025-10-12 09:00:00,a8e9b623-0,0.08944106223067673,111581.85906,20.0,1000.0,,,-20.0,980.0,0.08944106223067673,1000.0
2025-10-14 12:00:00,BTCUSDT,SHORT_ENGULFING,111049.22,111049.22,110493.9739,1062.7046146433677,2.5,bearish_engulfing_SL,LOSS,0.0,111049.22,2025-10-14 10:00:00,8cf982ba-0,0.09005015973997772,111271.31844,20.0,1000.0,True,110012.24,0.0,1000.0,0.09005015973997772,1000.0
